idiom,masked_text,candidates
گرم شدن,"» درست است
پیرس متواضعانه تأیید میکند که «من نمیتوانم حدس بزنم که همۀ این تغییرات چه بر سر ما خواهند آورد
ظاهراً ناگزیر همه از آنها تأثیر میپذیریم»
ناظران تیزبین در ۱۹۶۸ هم نگران <<MASKED_IDIOM>> اقیانوسها و تغییر آب و هوا بودند اما توماس اف
مالون، مقالهنویس علوم جوی در به سوی سال ۲۰۱۸، مجذوب فناوریهای نوینی بود که به دانشمندان امکان میدادند کنترل آب و هوا و اقلیم زمین را در دست بگیرند
مالون رئیس کمیتۀ علوم جوی آکادمی ملی علوم بود که در ۱۹۶۶ گزارشی منتشر کرد و «برنامۀ بلندمدت کنترل آب و هوا و تعدیل اقلیم» را تأیید کرد، برنامهای که باید با دستکاری مه، بارورکردن ابرها و «جلوگیری از رعد و برق» اجرا میشد
به گمان او، «تا سال ۲۰۱۸، احتمال موفقیت تعدیل گستردۀ اقلیم احتمالاً بالاتر از ۵۰ درصد میبود»","['جوش خوردن', 'تر و خشک با هم سوختن', 'آتش بیار معرکه', 'آب برداشتن', 'دیدن آب', 'چشم هم چشمی', 'بچه ننه', 'سنگ صبور', 'حرف مرد یکی است', 'نیش زدن']"
گرم گرفتن,"و جنگی روی نداد
» جو بایدن نیز در پاسخ به سوال مجری درباره اینکه در صورت رئیس‌جمهور شدت آیا با رهبر کره شمالی ملاقات خواهید کرد
گفت: «تنها به شرطی با کیم ملاقات می‌کنم که ظرفیت هسته‌ای خود را کاهش دهد
» وی پیش‌تر در این مناظره ضمن انتقاد از ترامپ برای «<<MASKED_IDIOM>> با رهبران اقتدارگرا و برخورد سرد با شرکای دیرینه آمریکا» گفته بود که در صورت پیروزی در انتخابات چین را به رعایت قوانین بین المللی وامی‌دارد
آقای بایدن از آقای ترامپ انتقاد کرد که با رهبران اقتدارگرا گرم می‌گیرد اما با متحدان آمریکا برخورد سردی دارد
در بخشی از مناظره زمانی که دونالد ترامپ گفت: «ما با کیم (رهبر کره شمالی) رابطه خوبی داریم و همین خیلی مهم است، جو بایدن پاسخ داد: «ما با هیتلر هم پیش از جنگ رابطه خوبی داشتیم
» بایدن با انتقاد شدید از تمایل ترامپ به ملاقات با رهبر کره شمالی گفت: «او کره شمالی را دارای مشروعیت جلوه داد","['کره خوری', 'حاتم بخشی', 'چرخ زدن', 'پایه بودن', 'آب آوردن', 'رو دست خوردن', 'از پشت خنجر زدن', 'لو دادن', 'دیدار به قیامت', 'گوربه گور']"
گرم گرفتن,"4
تداوم همکاری با اوکراین، موجب افزایش قدرت ترکیه در حوزه دریای سیاه می شود
5
حمایت ترکیه از اوکراین و تلاش برای <<MASKED_IDIOM>> رابطه با گرجستان، موجب آن می شود که بخشی از زهر روابط ترکیه و روسیه گرفته شود و اردوغان نزد سران ناتو چنین وانمود کند که در عین حالی که با روسیه روابط رو به رشد دارد، اما توانست با دو نامزد عضویت در ناتو، رابطه خوب و اثرگذار برقرار کند
آیدین سزر از تحلیل گران روسیه شناس ترکیه معتقد است: «روس ها به شکلی زیرکانه و بدون آنکه سر و صدایش را در بیاورند، ترکیه را تحت فشار گذاشته و هزینه های سنگینی را بر دولت اردوغان تحمیل کرده اند
به عنوان مثال، خط لوله انتقال گاز روسیه به ترکیه با یک سوم ظرفیت کار می کند، مسکو برای مذاکرات افزایش حجم صادرات گاز به ترکیه روی خوش نشان نداده است
هم از نظر روابط دوجانبه و هم از نظر روابط و رقابت در کشورهای ثالث، دوران سختی را پشت سر می گذاریم","['حال دادن', 'تو دل برو', 'نان به هم قرض دادن', 'چانه زدن', 'جبهه گرفتن', 'به هم زدن', 'رنگ پریده', 'دست از پا درازتر', 'نوش دارو پس از مرگ سهراب', 'سگ زرد برادر شغال است']"
گرم گرفتن,"به عبارتی روشن، طرفین، ارزیابی و ادراکی کلی، از کنش ها و واکنش های طرف مقابل دارند
هم ترکیه خیلی خوب می داند که با این رویکرد حقوقی و سیاسی، به عنوان یک عضو رسمی اتحادیه اروپا پذیرفته نخواهد شد، هم اروپایی ها می دانند که ترکیه حاضر نیست از اصول و مبانی کنونی خود بگذرد
2
ترکیه خیلی خوب می داند که به خاطر خرید سامانه اس 400 روسی و <<MASKED_IDIOM>> رابطه با روسیه و به موازات آن، چرخش به سمت چین، رابطه گرم و قابل دفاعی با ناتو و غرب ندارد و در برخی از حوزه ها، راه آنان از همدیگر جداست
3
آن چه برای دولت اردوغان از اهمیت حیاتی برخوردار است، حفظ بازار بزرگ و مبادلات تجاری با اتحادیه اروپا است و نه قدم برداشتن در مسیر توسعه سیاسی و حقوقی مبتنی بر اصول و ارزش های اروپایی
4","['دوری و دوستی', 'سینه چاک', 'پشت گرمی', 'گل از گلش شکفت', 'با دوستان مروت با دشمنان مدارا', 'خالی بندی', 'دندان تیز کردن', 'چوب لای چرخ گذاشتن', 'پاپوش دوختن', 'گل واژه']"
گره خوردن,"همزمان با جهش گرانی و آب رفتن ادامه دار سفره مردم از سویی و <<MASKED_IDIOM>> مذاکرات احیای برجام و چشم اندازه تیره توافق از سوی دیگر ، عده ای ، بحث حجاب اجباری و عدم ارائه خدمات دولتی به کم حجابان، را به موضوع روز تیدیل کرده اند
به گزارش خبرآنلاین؛ علیرضا بهشتی، فرزند شهید بهشتی از بنیانگذاران جمهوری اسلامی و یار نزدیک امام (ره) می گوید، شهید بهشتی مخالف اجبار و حامی اقناع برای رعایت حجاب بود
علیرضا بهشتی هشدار می دهد که تندروی در این حوزه، نتیجه معکوس درپی دارد و به جمله ای از آیت الله بهشتی استناد می کند که سال ۵۹ و در مراسم بزرگداشت اولین سالروز شهید مطهری می گوید : سعی نکنید دین را تحمیل کنید، زیرا اگر دین را تحمیل کنید ، مردم علیه شما طغیان خواهند کرد
گفت و گو با علیرضا بهشتی، فرزند آیت الله بهشتی و استاد دانشگاه تربیت مدرس را بخوانید:     بسیاری خانم های مسلمان در هامبورک حجاب نداشتند، زمانی که برخی از این خانم ها به جلسات تفسیر یا جلسات هفتگی دیگری که در مسجد برقرار بود می آمدند، هیچ اجباری نداشتند برای حضور در جلسات روسری به سر کنند","['قوز بالا قوز', 'سرشاخ شدن', 'نان به هم قرض دادن', 'از ماست که بر ماست', 'خط انداختن', 'کف رفتن', 'گل از گلش شکفت', 'از حال رفتن', 'ذوق زده شدن', 'خیال بافتن']"
گره خوردن,"دلیل خنک‌تر بودن این است که لکه‌های خورشیدی در جایی تشکیل می‌شوند که میدان‌های مغناطیسی قوی نمی‌گذارند گرمای داخل خورشید به سطح این ستاره برسد
راب استینبرگ می‌گوید: «به‌نظرم ساده‌ترین راه برای توضیح این است که بگوییم لکه‌های خورشیدی ناحیه‌هایی از فعالیت مغناطیسی محسوب می‌شوند
» ناسا می‌گوید شراره‌های خورشیدی که به‌طور معمول توسط لکه‌های خورشیدی ایجاد می‌شوند، «انفجار ناگهانی انرژی درنتیجه‌ی درهم‌پیچیدگی، تقاطع یا بازآرایی خطوط میدان مغناطیسی در نزدیکی لکه‌های خورشیدی هستند
» استینبرگ در توضیح می‌گوید: «می‌توانید به این قضیه مثل <<MASKED_IDIOM>> کش‌های لاستیکی نگاه کنید
اگر چند کش را به دور انگشت خود بپیچید، در نهایت بیش از حد پیچ می‌خورند و دچار پارگی می‌شوند
تنها تفاوت این است که میدان‌های مغناطیسی دوباره به هم وصل می‌شوند و وقتی این اتصال دوباره برقرار شود، شراره خورشیدی شکل می‌گیرد
» به گفته‌ی استینبرگ، هرچه لکه خورشیدی بزرگ‌تر و پیچیده‌تر شود احتمال وقوع شراره‌های خورشیدی افزایش پیدا می‌کند","['پیچ خوردن', 'پیله کردن', 'میان بسته', 'چپ شدن', 'هفت خط بودن', 'کس گفتن', 'دق کردن', 'ضرب شست نشان دادن', 'ماست مالی کردن', 'چشم زخم']"
گره خوردن,"حتي اگر اين امر علي رغم ميل باطني مان باشد
زيرا در غير اين صورت از طرف جمع مورد مواخذه قرار خواهيم گرفت
اين كارشناس سپس مي افزايد: مساله ديگري كه باعث پيوند افرادبا يكديگر مي شود، علايق، نيازها و خصايل مشتركي است كه ما با ديگران داريم و به دليل اين وجوه اشتراكات، خود را به مردم نزديك مي بينيم
بنابراين سعي مي كنيم رعايت حال آنها را بكنيم و همين امر سبب <<MASKED_IDIOM>> روابط اجتماعي ما با ديگران مي شود
دكتر هاشميان از قول يكي از روان شناسان به نام موراي مي گويد: يكي از نيازهاي اساسي ما، نياز به تعلق است
بدين معني كه انسانها نياز دارند كه با انسانهاي ديگر به سر برند
علايق خويش را با هم بياميزند و اهدافشان را با يكديگر بررسي كنند","['کلاف سردرگم', 'دم و دستگاه', 'غلام حلقه به گوش', 'زانو زدن', 'صاحب قران', 'ناخن خشک', 'داف بازی', 'هفت خط بودن', 'نان به نرخ روز خوردن', 'طبل توخالی']"
گره خوردن,"كشورهاي جهان بايد به تعهدات كنفرانس زمين عمل كنند
سرويس شهري هزار 2 و 500 نماينده ا ز 130 كشور جهان در كنفرانس جهاني محيط زيست در مونترآل طي قطعنامه اي خواستار اجراي تعهدات كشورهاي جهان در مورد موافقتنامه 1992 زمين شدند
اين گردهمايي كه بزرگترين گردهمايي جهاني از نوع خود پس از گردهمايي زمين در سال 1992 در ريودوژانيرو بود توسط اتحاديه جهاني منابع طبيعي برگزار شده بود
در اين گردهمايي با تاكيد بر رعايت موافقتنامه هاي حفاظت از محيط زيست ريو بر ضرورت <<MASKED_IDIOM>> توسعه پايدار با بخش خصوصي تاكيد كرد
هيات هايي كه از سوي بخش خصوصي در اين كنفرانس شركت كرده بودند خاطرنشان كردند كه محيطزيست و سودآوري مي توانند در كنار هم حركت كنند
در اين كنفرانس همچنين فهرست گونه هاي جانوري كه در معرض انقراض قرار دارند منتشر شده به موجب اين فهرست 31 درصد ازماهي هاي آب شور 25 درصد ازپستانداران و 11 درصد ازپرندگان در آستانه انقراض قرار دارند","['دست داشتن', 'گرم گرفتن', 'سینه چاک', 'دست کج', 'دو دوزه بازی کردن', 'خیال بافتن', 'دنگ و فنگ', 'باد سرد', 'قافیه را باختن', 'هفت خوان']"
گره خوردن,"اما يك مكانيك بدون آگاهي كامل تنها فني، با تامين محل مناسبمي تواند به كسب و كاربپردازد و اگر اتومبيلي زيردست وي خرابتر شود، مرجعي براي شكايت و رسيدگي و جبران خسارت وجود ندارد
به گفته كارشناسان برنامه ريزي شهري، بايد از طريق جذب افراد كارآمد در رشته هاي خدماتي، فعاليت اين گونه واحدها تحت ضابطه و كنترل قرار گيرد
يكي از شهروندان در مورد تامين سوخت گفت: در مناطقي از شهر تهران كه لوله كشي گاز ندارند و بسياري از شهرهاي كشور، همه ساله با فرارسيدن فصل سرما، سوخت ناياب و گران مي شود در صورتي كه با برنامه ريزي قبلي مي توان از وقوع چنين مشكلي جلوگيري كرد و حداقل آن را سامان دهي كرد
به عنوان يك تجربه تلخ وهشداردهنده، سال پيش در پي بارش برف و سردشدن ناگهاني هوا، از ساعت سه بعد از ظهرتا حوالي نيمه شب، رفت وآمد دربسياري از خيابانهاي شهر مختل شد و <<MASKED_IDIOM>> ترافيك، صحنه هاي تاسف آوري پديد آوردكه عنواني جز غافلگيرشدن نمي توان برآن نهاد
برخي رانندگان در آن روز توان هدايت اتومبيل را در خيابانهاي لغزنده و يخ زده ازدست دادند و صدها خودرو دروسط خيابانها و چهارراهها رهاشد و قطع كامل حركت را موجب گرديد
خانواده هاي بسياري در راه ماندند، چراغهاي راهنمايي و رانندگي دچار اختلال شد ومردم عصباني، به هيچ چيز جز نجات خود نمي انديشيدند و رهايي از آن گره كور، ميسر نبود
سازمان ها و تشكيلات كارآمد و منسجمي كه بتوانند پيش از بروز حادثه، به استقبال حوادث بشتابند، بايد بيش از پيش تقويت شوند تا هنگام حادثه، سختي مقابله باآن بردوش همه اهل شهر سنگيني نكند","['کلاف سردرگم', 'قوز بالا قوز', 'عقب گرد', 'صاف شدن', 'وصف العیش نصف العیش', 'جواب گرفتن', 'کو گوش شنوا', 'هفت خوان', 'چشم و چراغ', 'دوستی خاله خرسه']"
گره خوردن,"رئیس‌جمهور محترم بر واژه قدرت و ایران قوی تاکید دارند
تنها راهی که ایران به قدرت می‌رسد، حرکت علمی، دستیابی به مرزهای دانش و قرار گرفتن در صف نخست تولید علم است
مجامع علمی و دانشگاهی، فرزانگان و نخبگان در این مسیر نقش کلیدی دارند
وی گفت: فناوری‌های نوظهور ثمره <<MASKED_IDIOM>> چهار فناوری کلیدی و محوری نانو، بیو (زیستی)، ارتباطاتی و شناختی است
با گره خوردن دو فناوری مورد اشاره با محصولات جدیدی روبرو می‌شویم که پیچیده‌تر هستند و به نیازهای انسان بهتر پاسخ می‌دهند و اگر این فناوری در بدنه حکمرانی کشور راه پیدا کند، راه را برای یک تحول اساسی باز می‌کند
از این رو شرکت‌های دانش‌بنیان و پارک‌های علم و فناوری نقش مهمی دارند
امام جمعه موقت تهران گفت: رسالت رئیس‌جمهور محترم، وزرای صمت، آموزش عالی، بهداشت و دستگاه‌های کلیدی و مدیریتی این است که راه را برای فناوری‌های نو و جدید در عرصه مدیریتی کشور باز کنند","['آتش گرفتن', 'کلاف سردرگم', 'دل به دل راه دارد', 'گل از گلش شکفت', 'پایه بودن', 'به نعل و به میخ زدن', 'سنگ صبور', 'هر چه از دوست رسد نیکوست', 'رطب خورده منع رطب چون کند', 'نقره داغ کردن']"
گره خوردن,"توجه به تجربه تلخ خروج ایالات متحده آمریکا از برجام باعث ممانعت از خوش بینی به حرف و عمل غربی ها خواهد شد
2- شرطی نکردن اقتصاد به مذاکرات لازم به ذکر است که مذاکره  فقط یکی از راه های پیش روی دولت  برای گشایش اقتصادی است و شاید ناامن ترین و دیر بازده ترین آن ها
از این رو  توجه به این نکته ضروری است که نباید با کوبیدن بر طبل مذاکرات پیشرفت و حرکت کشور را معطّل کرد ودر تله تعلیق و انتظار افتاد
لذا از دولت محترم انتظار می رود با عنایت به نسخه های پیشرفت بومی یعنی پیشرفت درون زا و مبتنی بر استعداد های درونی و طرح ریزی اقتصاد مقاومتی به  دنبال ارتقای استحکام درونی نظام و تقویت تولید داخل باشد، و مانع از <<MASKED_IDIOM>> افراطی مشکلات اقتصادی به سیاست خارجی باشد
3-صیانت از دستاوردهای هسته ای دانش هسته ای که خون دانشمندان زیادی برای به ثمر نشستن آن ریخته شده به مثابه حق الناسی است که امروزه بخش مهمی از وظیفه حفاظت و حراست از آن بر دوش شماست که تنها با قرارگرفتن در موضع اقتدار میتوانید این مهم را به جابیاورید
4-رفع کلیه تحریم ها شرط اصلی توافق مذاکرات با هدف لغو تحریم ها صورت می گیرد و به همین علت توافقی که رافع  همه تحریم‌ها نباشد مورد قبول ملت ایران واقع نخواهد شد
در ضمن باید شروط 9 گانه رهبری نیز در توافق  رعایت شده و اقدامات سایر طرفین راستی آزمایی گردد و درصورت بدعهدی طرف غربی کاهش تعهدات حق طبیعی ایران خواهد بود","['شیر تو شیر', 'آش و لاش', 'قوز بالا قوز', 'خانه خراب', 'دوره وانفسا', 'صبر ایوب', 'به بار نشستن', 'چشم و گوش بسته', 'نقره داغ کردن', 'چک و چانه زدن']"
گره خوردن,"به گزارش گروه دانشگاه  ، حجت الاسلام والمسلمین مصطفی رستمی، رئیس نهاد نمایندگی مقام معظم رهبری در دانشگاه ها، در اختتامیه گردهمایی رتبه های برتر آزمون سراسری(گروه ریاضی) که با عنوان «آینده روشن» برگزار شد، به محدودیت علم و استعداد انسان اشاره کرد و گفت: هر چقدر هم که تلاش کنیم، علم ما در مقابل نادانسته هایمان بسیار کم و دایره انتخاب هایمان محدود است
وی، <<MASKED_IDIOM>> با اهل بیت(ع) به عنوان معادن و خزائن علم و دانش را راه نامحدود شدن علم انسان معرفی و تصریح کرد: همه دانشمندان مسلمان در مسیر زندگی و کسب علم از درگاه خداوند و اهل بیت(ع) استمداد داشته و به موفقیت‌های چشمگیر رسیده اند؛ یکی از نمونه های آن نیز می توان به دکتر حسین بهاروند، کاشف سلول های بنیادی اشاره کرد که امام رضا(ع) را استاد راهنمای خود می دانند
رئیس نهاد رهبری در دانشگاه ها در ادامه به دانشجویان توصیه کرد: تلاش کنید جزو کسانی باشید که امام زمان(عج) از وجودشان خوشحال و راضی هستند
در آغاز تحصیل خود آرزوهای بزرگ داشته و آن ها را با اهل بیت(ع) در میان بگذارید تا سرمایه عمر خود را در مسیر اشتباه از دست نداده و بتوانید اتفاقات بزرگ را رقم بزنید
محمدعلی زلفی گل، وزیر علوم، تحقیقات و فناوری نیز در این مراسم، از نخبگان خواست به معنای واقعی به دنبال دانایی باشند و افزود: دانایی شامل دو فاکتور اصلی عالم بودن و عاقل بودن است؛ علم به معنای دانش و آگاهی و عقل، به معنای پیشگیری است یعنی به گونه ای برنامه ریزی کنیم که حتی الامکان در زندگی دچار چالش نشویم","['حاجت گرفتن', 'اویزون', 'سینه چاک', 'دادن جان', 'چند تا پیراهن بیشتر پاره کرده', 'دست کم گرفتن', 'چاه ویل', 'اتش افروزی', 'سال به سال دریغ از پارسال', 'قوز بالا قوز']"
گرگ در لباس میش,"چند سالی است در طبیعت با موجود عجیبی مواجه شده‌ایم که ترکیبی از سگ و گرگ است، این حیوان جسارت گرگ و هوش سگ را دارد و از همین رو برای انسان و دیگر جانداران به‌ویژه حیوانات اهلی و گله‌های دام بسیار خطرناک است
حتماً ضرب‌المثل «<<MASKED_IDIOM>>» را شنیده‌اید، این حکایت امروز گُرگاس‌ها در حاشیه برخی شهرهای کشور است؛ موجودی که از جفت‌گیری سگ و گرگ به وجود آمده است، این حیوان از گرگ جسورتر و از سگ باهوش‌تر است و بر خلاف گرگ، از انسان نمی‌هراسد و در شرایط عادی دشمنی در طبیعت ندارد، همچنین سگ‌های گله به علت مشترکات زیادی که با این حیوان دارند نسبت به آن حساسیت چندانی نشان نمی‌دهند از این رو به راحتی به انسان و گله حمله می‌کنند
به وجود آمدن گرگاس‌ها نتیجه رها کردن توله سگ‌های ماده در طبیعت است؛ در گذشته این توله‌ها را می‌کشتند اما بعدها با هدف آزار نرساندن به آنها از کشتن این توله‌ها خودداری شد و آنها را در طبیعت رها کردند، این توله‌ها پس از هشت ماهگی به بلوغ می‌رسند و با پیوستن به خانواده گرگ‌ها در هر دوره زادآوری ۱۶ گرگاس یعنی بیش از ۱
۵ برابر زاد و ولد گرگ‌ها توله‌زایی می‌کنند
به اعتقاد کارشناسان، گرگ‌ها فقط در شرایط فشار بیش از حد گرسنگی آن هم در زمستان به انسان حمله می‌کنند اما امکان حمله گرگاس‌ها به انسان در هر فصلی وجود دارد، این جسارت گرگاس‌ها موجب کاهش ترس گرگ‌ها از انسان‌ها نیز شده است","['سگ زرد برادر شغال است', 'ساده دل', 'مرغ همسایه غاز است', 'مشت نمونه خروار', 'دهن لق', 'پایان شب سیه سپید است', 'نوش دارو پس از مرگ سهراب', 'به خاک سیاه نشستن', 'به بار نشستن', 'نقره داغ کردن']"
گل از گلش شکفت,"این شد که مستانه و منصور به تهران برگشتند و راه هایشان از هم جدا شد
مستانه به تفرش رفت و منصور هم به دوبی
وقتی در سیاهی شب صدای زنگ خانه به صدا در آمد، حسن آقا با تعجب و عجله به سمت در دوید تا ببیند چه کسی این موقع شب در خانه شان را می زند
حسن آقا با دیدن مستانه جلوی در خانه، <<MASKED_IDIOM>>
بار دیگر حسن و آقا دخترش یک دیگر را به آغوش کشیدند و شاید دل تنگی این چند روز هم باعث شده بود، این بار عاشقانه تر و خوشحال تر از همیشه پدر و دختر یک دیگر را بغل کنند
سیمین دخت و بچه ها هم با شنیدن صدای مستانه به داخل حیاط دویدند و صدای خنده اهل خانه در کوچه پیچیده بود
بعد از احوال پرسی و چاق سلامتی، حسن آقا گفت: راستی دخترم آقا منصور چرا نیامده","['چشم و دل سیر', 'گرم گرفتن', 'کف رفتن', 'بخند تا دنیا به رویت بخندد', 'آتش گرفتن', 'مته به خشخاش گذاشتن', 'کلاهش پس معرکه است', 'گرگ در لباس میش', 'طعن زدن', 'رخت بربستن']"
گل از گلش شکفت,جالبه من هیچی نمی‌دونستم ولی از بابام پرسیدم <<MASKED_IDIOM>> اون چنون با جزئیات تعریف کرد ماجرا رو من تعجب کردم این همون بابای منه که اتفاقات حتی روز رو هم درست در جریانش نیست (حتی با وجود دسترسیش به تلگرام و شبانه‌روز اخبار دیدن),"['حال امدن', 'حال دادن', 'رو داشتن', 'تابلو', 'طوطی وار', 'با دم شیر بازی کردن', 'چشم تنگ', 'آتش بیار معرکه', 'گوشش بدهکار نیست', 'یک رو']"
گل سر سبد,"معاون فرهنگی و امور اجتماعی دبیرخانه شورای برنامه ریزی مدارس علوم دینی اهل سنت خدمت گزاری به قرآن کریم را در طول انقلاب اسلامی درخشان دانست و یادآور شد: اکنون جوانان ایرانی بسیار زیادی در جهان اسلام در حوزه های مربوط به دانش قرآنی می درخشند
صفی یاری تاکید کرد: اولین خدمتی که نظام اسلامی به قرآن کریم کرد، این بود که این کتاب مقدس را از عرصه فردی به اجتماع وارد کرد و اکنون قرآن در تمام عرصه های مهم اجتماعی کشور حضور دارد و تنها کشوری هستیم که قانون اساسی آن بر مبنای این کتاب آسمانی بنا نهاده شده و شرط رهبری هم قابلیت تفسیر قرآن است
وی راه اندازی مسابقات بین المللی قرآن کریم و هفت دوره مسابقات قرآن اهل سنت را از دیگر دستاوردهای نظام اسلامی اعلام کرد و گفت: مسابقات قرآنی اهل سنت در سطح الف کشور برگزار شده و رشد بسیار خوبی در این زمینه اتفاق افتاده است
صفی یاری کردستان را مهد قرآن و فرهنگ دانست و ادامه داد: در دبیرخانه شورای برنامه ریزی مدارس علوم دینی اهل سنت، حدود ۷۰ برنامه فرهنگی تعریف شده که برنامه های قرآنی <<MASKED_IDIOM>> این حوزه است
مدیر مرکز بزرگ اسلامی غرب کشور نیز گفت: مرحله استانی نخستین دوره مهرواره قرآنی «طه» ویژه بانوان و خانواده طلاب و روحانیون اهل سنت در ۱۳ استان قومی کشور برگزار شد
حجت الاسلام سعید عسکری با اشاره به اینکه در مرحله استانی ۲ هزار و ۵۰۰ نفر از طلاب و خانواده آنان شرکت کردند، افزود: از این تعداد ۱۵۰ نفر موفق به شرکت در مرحله کشوری این دوره از رقابت‌های قرآنی شدند
وی به تعداد نفرات برگزیده نخستین دوره مهرواره قرآنی «طه» اشاره کرد و ادامه داد: ۶۷ نفر از این تعداد به عنوان نفرات برگزیده این دوره معرفی و تجلیل می‌شوند","['نور علی نور', 'حاتم بخشی', 'منبر رفتن', 'بخند تا دنیا به رویت بخندد', 'چشم وهم چشمی', 'دبه کردن', 'حرف مفت زدن', 'خود را به موش مردگی زدن', 'توبه گرگ مرگ است', 'مته به خشخاش گذاشتن']"
گل سر سبد,"وقتی گروه باستان‌شناسی موفق شد دو آبراهه را در قسمت شمالی پل پیدا کند
آبراهه‌هایی که سال‌ها زیر خاک بودند و نشان می‌دهد که در زمان بستن رود، اجازه خروج به اندازه آب از میان آن‌ها داده می‌شد تا دریاچه پشت پل همیشه در حد تعادل بماند
به این ترتیب مهندسی پل خواجو باز هم پژوهشگران را به شگفتی انداخت
این پل، سال‌هاست که <<MASKED_IDIOM>> معماری ایران در پل‌سازی است؛ ادامه‌ای بر صنعتی که چندهزار سال در این سرزمین ریشه دارد؛ نمونه‌های به دست آمده از پل‌های تاریخی ایران، گواهی بر همین مدعاست
«شاه عباس دوم»، با ساخت پل خواجو حرکتی نوین را آغاز کرده بود؛ به دستور او پل قدیمی «حسن‌بیک» را خراب و به جایش پلی ساختند که نه فقط محل گذر، که سازه‌ای در خور تماشا باشد و خود محل تماشا
بنایی در چهار طبقه به طول ۱۳۲ متر و عرض ۱۲ متر با کوشکی در وسط و پله‌هایی برای نظاره بر جریان رود
کاشیکاری‌های زیبای هفت رنگش را ببینید که چطور زیبایی شاه‌نشین عمارت را دوچندان کرده","['چشم و چراغ', 'عروس هزار داماد', 'کلاهش پس معرکه است', 'تابلو', 'چشم هم چشمی', 'ساده دل', 'اویزون', 'پا در هوا', 'بچه بازی', 'پشت گوش انداختن']"
گل سر سبد,"در کنار همه این‌ها نباید فراموش کنید که شما به عنوان مشتری قرار است در یک زندان واقعی غذا صرف کنید و پس از تحویل دادن تلفن همراه و کیفتان و البته بعد از اینکه با یک فلزیاب چک شدید، می‌توانید در حالی که توسط نگهبانان مسلح زندان تحت نظر هستید، یک غذای خوشمزه میل کنید
اگر دارید به این فکر می‌کنید که دلفین سیاه نام چندان ترسناکی برای یک زندان نیست باید بگویم زود قضاوت نکنید
دلفین سیاه آخرین منزل بعضی از بدترین جنایتکاران روسیه است و برای فرستاده شدن به این زندان دست‌کم باید حبس ابد داشته باشید
هرچند که در این زندان تنوع عجیبی از بدترین آدم‌های روسیه مانند قاتل‌ها و تروریست‌ها وجود دارد، اما در حال حاضر <<MASKED_IDIOM>> دلفین سیاه، ولادیمیر نیکلایف است
دلیل حضور ولادیمیر در این زندان، قتل یک مرد در حین دعوا و سپس پختن و خوردن جسد وی است
هنوز تمام نشده است
ولادیمیر سپس دوستان و آشنایانش را دعوت می‌کند و با وعده سرو کردن گوشت کانگورو، جسد مرد نگون‌بخت را به خورد آن‌ها می‌دهد","['سنگ تمام گذاشتن', 'سر از پا نشناختن', 'چشم وهم چشمی', 'دم و دستگاه', 'قوی پنجه', 'از پشت خنجر زدن', 'به خاک سیاه نشاندن', 'ککش نمی گزد', 'تخم گذاشتن', 'چیزی در چنته نداشتن']"
گل سر سبد,"با آغاز جنگ ميان امريكا و كشورهاي محور، مقامات درياداري ايالات متحده قصد داشتند كشتي عظيم مسافربري فرانسه را به صورت ناو جنگي ويژه حمل و نقل سربازان درآورندكه در اين صورت گنجايش ده هزارسرباز را داشت، اما آتش سوزي مدهش، آنرا به قعر دريا فرستاد
هجوم ژاپنيها به آسياي جنوب شرقي 1942 31 ژانويه با ورود ژاپن به جنگ و حمله به پرل هاربور، نيروهاي ژاپني همچون سيل به كشورها و مناطق مختلف آسياي جنوب شرقي سرازير شده اند و باحمله هاي برق آسا شهرها و بنادر مهم رايكي پس از ديگري تسخير مي كنند 7 درروز دسامبر گذشته 20 هزار سربازژاپني كشور تايلند را مورد حمله قراردادند و حكومت آن را وادار به امضاي يك پيمان اتحاد كردند
روز بعدمالزي مورد تجاوز قرار گرفت و سپس نوبت به فيليپين و هند هلند رسيد
در اين حال هواپيماهاي ژاپني مرتبا كشتيهاي بازرگاني و جنگي متفقين را بمباران مي كنند و دو كشتي جنگي انگليسي كه <<MASKED_IDIOM>> ناوگان بريتانيا در خاور دور بودند، با حملات هواپيماهاي ژاپني به قعراقيانوس فرو رفتند
قواي انگليس در مناطق مختلف جنوبشرقي آسيا اكنون در سنگاپور متمركز شده اند و روز 15 ژانويه قواي ژاپن كشور برمه را مورد حمله قرار دادند
مامور مخفي فرانسه آزاد با چتر نجات به خاك فرانسه فرود آمد اول ژانويه 1942 مامور مخفي ژنرال دوگل، با چتر نجات در نزديكي روستايي كه از مناطق اشغالي آلمانها در فرانسه نيست فرود آمد
وي كه ژان مولن نام دارد، به اتهام كارشكني مورد تعقيب مقامات پليس آلمان در فرانسه بود، اماسه ماه پيش موفق شد به انگلستان فرار كند و بي درنگ به جنبش مقاومت فرانسه آزاد به رهبري ژنرال دوگل پيوست","['گل واژه', 'گران سایه', 'پیشانی داشتن', 'بال در آوردن', 'پیمانه کش', 'دست از پا درازتر', 'دهن لق', 'نک و نال', 'کلاهش پس معرکه است', 'تا نباشد چیزکی مردم نگویند چیزها']"
