idiom,label,source,meaning
جا سویچی,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> جا سویچی\nبه آدم های سیریش و آویزان می گویند. آدم هایی که خودشان را هر جایی جا می کنند. مثال: طرف جاسویچیه ! ( اخطاری است که مواظب باشند او را به جایی دعوت نکنند )"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جا کردن خود در جایی,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جا کردن خود در جایی\nراه یافتن / نفوذ کردن / موقعیت خود را محکم کردن در جایی\nمثال:\nاگر بتوانی خودت را در آن اداره جا کنی، نانت در روغن است."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جاده را برای کسی صاف کردن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جاده را برای کسی صاف کردن\nراه را برای پیشرفت / موفقیت کسی هموار کردن؛ امکان پیشرفت / موفقیت کسی را فراهم کردن\nمثال:\nخودش عرضه ی زیادی نداشت، اما عموی پولدار و بی بچه ای داشت که او را مثل فرزند خودش دوست داشت و جاده را برایش صاف می کرد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جان به جان کسی کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جان به جان کسی کردن\nتلاش بسیار و بی فایده برای راهنمایی / تربیت کسی کردن\nمثال:\nحیفِ جل، حیفِ کرباس، گدا رو جون به جونش بکنی، گدازاده س، خدا خرو شناخت که شاخش نداد.\n( صادق هدایت - علویه خانم و ولنگاری )"", ""پیشنهاد کاربران"": ""جان به جان کسی کردن : [عامیانه، کنایه ] محبت بی اندازه به کسی کردن.\n+ عکس و لینک""}"
جان به عزرائیل ندادن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جان به عزرائیل ندادن\nبسیار خسیس بودن\nمثال:\nدر محله به خست معروف بود. خیلی ها پشت سرش می گفتند: آب به کسی روا ندارد، دستش توی جیبش نمی رود، جان به عزرائیل نمی دهد...\nتوضیح:\nهمچنین ← «نم پس ندادن»\nو ← «آب از دست کسی نچکیدن»"", ""پیشنهاد کاربران"": ""جان به عزرائیل ندادن: [عامیانه ، کنایه ] فوق العاده خسیس بودن.\n+ عکس و لینک""}"
جان به لب رسیدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جان به لب رسیدن\nتحمل رنج و سختی زیاد."", ""پیشنهاد کاربران"": ""جان به لب رسیدن ؛ هنگام مرگ فرارسیدن. گاه مرگ شدن. به جان آمدن :\nبه لب رسید مرا جان و برنیامد کام\nبه سر رسید امید و طلب به سر نرسید.\nحافظ.\nجان به لب رسیدن : [عامیانه، کنایه ] به ستوه آمدن، طاقت از دست دادن.\nFed up\n+ عکس و لینک""}"
جان کسی به لبش رسیدن یا امدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جان کسی به لبش رسیدن یا آمدن )\nمعنی اصطلاح -> جان کسی به لبش رسیدن / آمدن\n1- خسته / بی طاقت شدن؛ به ستوه آمدن؛ از زندگی خود سیر شدن\n2- رنج بسیار کشیدن\nمثال:\n1- جانم به لبم رسید از بس که در این خانه تنها ماندم.\n2- جانش به لبش می رسید تا چندرغاز برای خرج خانه به زنش بدهد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جان کسی را به لبش رساندن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جان کسی را به لبش رساندن\nکسی را بی طاقت کردن / عذاب دادن\nمثال:\nجان آدم را به لبش می رساند تا منظورش را بگوید."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جان کوچولو,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> جان کوچولو\nآدم درشت هیکل"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جانا سخن از زبان ما می گویی,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جانا سخن از زبان ما می گویی\nحرف دل خود را از زبان طرف صحبت شنیدن."", ""پیشنهاد کاربران"": ""جانا سخن از زبان ما میگویی ، چرا دل آزرده مارا میرنجونی\n+ عکس و لینک""}"
جای ان داشتن که,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جای آن داشتن که )\nمعنی اصطلاح -> جای آن داشتن که...\nبه جا / مناسب / شایسته / روا بودن که...\nمثال:\nجای آن دارد که از خدمات این دانشمند گران مایه قدردانی شود."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جای حرف داشتن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای حرف داشتن\nدرخور تامل بودن؛ ایراد داشتن\nمثال:\nنظریه ی ایشان البته جالب توجه است، اما بعضی قسمت های آن جای حرف دارد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جای خود را تر کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای خود را تر کردن\n1- ادرار کردن در رختخواب\n2- به شدت ترسیدن\nمثال:\n1- بچه جایش را تر کرده، باید ملافه هایش را عوض کنیم.\n2- چی شد؟ چرا تا رئیس یک چشم غره رفت، جاتو تر کردی؟\nتوضیح:\nهمچنین ← «شلوار خود را زرد کردن»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جای دوری نرفتن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای دوری نرفتن\nبیهوده نبودن کار نیک کسی\nمثال:\nبالاخره قوم وخویش شماست، اگر کمکی به او بکنید، جای دوری نمی رود."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جای شکرش باقی بودن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای شکرش باقی بودن\nممکن بودن اینکه وضع بدتری پیش می آمد و به همین دلیل باید شکرگزار بود.\nمثال:\nباز هم جای شکرش باقیست که به خودتان آسیبی وارد نشد. مال دنیا دوباره به دست می آید."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جای کسی خالی یا سبز بودن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای کسی خالی / سبز بودن\nنوعی آرزوی حضور کسی که در جایی؛ یاد کردن از کسی در جایی / میان جمعی\nمثال:\n- جای شما خالی بود، خیلی خوش گذشت.\n- جاش سبز ! اگه الان اینجا بود، همه رو سرگرم می کرد."", ""پیشنهاد کاربران"": ""جاتون سبز قشنگ تر است،\n+ عکس و لینک""}"
جای کسی را تنگ کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای کسی را تنگ کردن\nبا حضور خود مزاحم کسی شدن / امکان فعالیت کسی را محدود کردن\nمثال:\nنگران نباشید، او فقط می خواهد نان خود و خانواده اش را درآورد، جای شما را هم تنگ نخواهد کرد."", ""پیشنهاد کاربران"": ""( ( یک وقت خودم را تو کوچه دیدم با شناسنامه ی سگ که در دستم بود. حتما حیف بود چنان سگ پدر و مادرداری را که مفت و مسلم به چنگم افتاده بود از دست بدهم. جای مرا که تنگ نمی کند. ) ) ( صادق چوبک ، آتما سگ من )\n+ عکس و لینک""}"
جای کسی گرم بودن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جای کسی گرم بودن\nوضع کسی خوب بودن\nمثال:\nمعلومه که جاش گرمه و از وضع ما بدبخت بیچاره ها خبر نداره.\nتوضیح:\nهمچنین ← «نفس کسی از جای گرم بیرون آمدن»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جایی نمی خوابه اب زیرش بره,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جایی نمی خوابه آب زیرش بره )\nمعنی ضرب المثل -> جایی نمی خوابه آب زیرش بره\nآدم زرنگ و زیرکی کگه کاملاً مواظب است و کاری نمی کند که باعث ضرر و زیانش شود."", ""پیشنهاد کاربران"": ""جایی نمیخوابه که آب زیرش بره : [ ضرب المثل، عامیانه ] در مورد زیرکی اشخاص گفته می شود.\n+ عکس و لینک""}"
جلوی کسی گاو زمین زدن,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جلوی کسی گاو زمین زدن\nنهایت مهمان نوازی و خیر مقدم از رودربایستی."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جنس ارزان را پولدارها می خرند,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جنس ارزان را پولدارها می خرند\nچون جنس ارزان بی عیب و یا با دوام نیست، لذا باید مجدداً خریداری شود یا پولی صرف تعمیرش گردد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جنغولک بازی یا جنقولک بازی دراوردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جنغولک بازی یا جنقولک بازی درآوردن )\nمعنی اصطلاح -> جنغولک بازی / جنقولک بازی درآوردن\nسروصدا / آشوب / شلوغی / آشفتگی [ بیهوده ] به راه انداختن\nمثال:\nشماها از وقتی که دوپا شده اید، زائیدنتان این همه مشکل شده، احتیاج به ماما پیدا کرده اید و با آن شکم ورقلمبیده ی مضحک روی دو پا راه می روید و این همه المشنگه و جنغولک بازی درمی آورید.\n( قضیه ی نمک ترکی – صادق هدایت )\nتوضیح:\nهمچنین ← «المشنگه راه انداختن»"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جنگ اول به از صلح اخر,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جنگ اول به از صلح آخر )\nمعنی ضرب المثل -> جنگ اول به از صلح آخر\nوقتی تمام حرف ها و قرار مدارها و حساب کتاب ها در همان ابتدای کار گفته شود بعداً دلخوری و ناراحتی پیش نمی آید."", ""پیشنهاد کاربران"": ""۱ - یعنی اگر از همان ابتدای انجام کاری تمامِ خط و نشان ها کشیده شود و اگر بحثی هم ایجاد شد در همان ابتدا باشد، بهتر از این است که دعوایی پیش بیاید و در آخر عذرخواهی شود.\n۲ - اگر آغاز یک کاری سخت گیری هایی از جانب رئیس صورت گیرد، بهتر از این است که با سهل انگاری اش، زیردستان اشتباهاتی را مرتکب شوند و موجب اختلافات شدیدتری گردد که نهایتا مجبور گردند صلح کنند.\n...\n[مشاهده متن کامل]\nمفهوم ضرب المثل\nجنگ اول کنایه از سخت گیری های شدیدی است که از جانب سرگروه یا مدیر ( یا هر کسی که تصمیم گیری نهایی انجام کاری را در گروهی به عهده میگیرد ) بر افراد گروه تحمیل می شود تا آنها حساب کار دستشان بیاید و اشتباهی نکنند که مجبور شوند جواب پس بدهند و عذر خواهی کنند؛\nصلح آخر، کنایه از زمانی است که قوانین و خط و نشان هایی بین افراد گروه مشخص نشده باشد و آن ها سرخود مرتکب اشتباهی شوند که برخلاف نظر مدیر یا سرگروه باشد. در این هنگام اختلافات شدیدی پیش می آید و گاهی کار به دعوا و بی احترامی کشیده میشود اما در نهایت مجبور هستند عذرخواهی کنند تا بتوانند کار گروهی شان را انجام بدهند. این، صلح آخر است.\nمنابع\n• https://www.daneshchi.ir/category/zarbolmasal-irani/\nA word before is worth two after\n+ عکس و لینک""}"
جوان است و جویای نام امده,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""( جوان است و جویای نام آمده )\nمعنی ضرب المثل -> جوان است و جویای نام آمده\nتازه کار یا جوانی که غرور و جسارت و هارت و پورت زیادی داشته و به دنبال کسب شهرت و مقام باشد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جوان ها در قفسند پیرها در هوسند,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جوان ها در قفسند، پیرها در هوسند\nمعروف است که پیرها بیشتر از جوان ها سر وگوششان می جنبد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جوانی کجایی که یادت بخیر,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جوانی کجایی که یادت بخیر\nکسی که به پیری رسیده باشد و با تاسف و حسرت دوران جوانی و نشاط خود را بیاد آورد."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جوانیه و نادانی,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جوانیه و نادانی\nتبرئه جوان و توجیه حرکات و اعمال ناپسندش."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جور استاد به ز مهر پدر,Positive,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جور استاد به ز مهر پدر\nخشونت و سخت گیری و آزار معلم و استاد از محبت و نوازش پدر هم بهتر و مفیدتر است."", ""پیشنهاد کاربران"": ""جور استاد به زمهر پدر : [ عامیانه ، ضرب المثل] سخت گیری معلم به نفع شاگرد است.\n+ عکس و لینک""}"
جوش نزن شیرت خشک می شه,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جوش نزن شیرت خشک می شه\nبه کسی که در مورد چیزی یا در مشاجره سر و صدا می کند و حرص می خورد می گویند."", ""پیشنهاد کاربران"": ""don't have a cow\n+ عکس و لینک""}"
جون به جون کسی کردن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جون به جون کسی کردن\nبرای فهماندن مطلب به شخص نفهم، لجوج یا بد جنس و یا برای کار آمدن و جذب او از جان مایه گذاشتن وآخر هم نتیجه نگرفتن."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جون به عزرائیل نمی ده,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جون به عزرائیل نمی ده\nسخت گیر، خسیس."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جیب گدا ته نداره,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جیب گدا ته نداره\nاشاره به اشخاصی که برای جمع آوری پول حرص می زنند."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جیب ملا,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاحات عامیانه و امروزی -> جیب ملا\nکنایه از حرص و طمع در جمع کردن پول است، جیب ملا معمولن خیلی بزرگ است و به سادگی پر نمی شود."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جیبش را تار عنکبوت زده,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> 3جیبش را تار عنکبوت زده\nبی پول و فقیر شدید."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
جیم شدن,Negative,abadis_proverb,"{""لغت نامه دهخدا"": ""جیم شدن. [ ش ُ دَ ] ( مص مرکب ) در تداول ، رفتن پنهانی بی آنکه حضار آگاه شوند. غائب شدن و رفتن بی التفات حاضرین. کالیدن. دک شدن."", ""فرهنگ فارسی"": ""در تداول رفتن پنهانی بی آنکه حضار آگاه شوند ."", ""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> جیم شدن\nفرار کردن؛ گریختن؛ پنهانی جایی را ترک کردن\nمثال:\nشبانه باروبندیلش را بست و جیم شد.\nتوضیح:\nهمچنین ← به چاک زدن؛\n← فلنگ را بستن"", ""مترادف ها"": ""nip\n(فعل)\nکش رفتن، گاز گرفتن، جوانه زدن، صدمه زدن، جیم شدن، به باد انتقاد گرفتن، در اثر سرما بی حس شدن\npop off\n(فعل)\nمردن، ترکیدن، جیم شدن، ناگهان ناپدید شدن\nguy\n(فعل)\nاستهزاء کردن، جیم شدن، با طناب نگه داشتن، با تمثال نمایش دادن\nfrench leave\n(فعل)\nجیم شدن\nscram\n(فعل)\nفرار کردن، گریختن، جیم شدن، فوری رفتن، به سرعت دور شدن"", ""فارسی به عربی"": ""رجل"", ""پیشنهاد کاربران"": ""یواشکی از جایی بیرون رفتن\nراه گریز گرفتن ؛ گریختن. روی بگریز نهادن. فرار کردن. ره فرار گزیدن :\nجفاپیشه گستهم و بندوی تیز\nگرفتند از آن کاخ راه گریز.\nفردوسی.\nTo duck out of somewhere\nقاچاق شدن= در رفتن ( گویش تهرانی )\nAbscond; Slip away; Sneak away\nجیم شدن : آهسته از مجلس بیرون رفتن ( گویش جهرمی )\nجیم شدن : [عامیانه، کنایه ] بدون سر و صدا فرار کردن.\nبه معنی در رفتن است\nفرار کردن. . .\nجیم شدن/اززیرکاری دررفتن\nWeasel out\nEven though they had signed a contract, they tried to weasel out of it later\nبااینکه قرار داد امضا کرده بودن، بعدش سعی کردن بزنن زیرش/جیم شن/ بپیچونن\n+ عکس و لینک""}"
جیک نزدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> جیک نزدن\nکوچک ترین حرفی نزدن، صدایی از کسی در نیامدن."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
چار میخه کردن,Positive,abadis_proverb,"{""لغت نامه دهخدا"": ""چارمیخه کردن. [ خ َ / خ ِ ک دَ ] ( مص مرکب ) چهارمیخه کردن. سخت محکم و استوارکردن. استوار ساختن کاری یا امری. پابرجا نمودن."", ""اصطلاحات و ضرب المثل ها"": ""معنی ضرب المثل -> چار میخه کردن\nپی و پایه چیزی را محکم و استوار کردن، محکم کاری کردن"", ""پیشنهاد کاربران"": ""ترکیب کنایی\nپی و پایه چیزی را محکم و استوار کردن ، محکم کاری کردن\n+ عکس و لینک""}"
چاشنی چشاندن یا چشانیدن,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> چاشنی چشاندن / چشانیدن ( قدیم )\nضرب شست نشان دادن\nمثال:\nتنی دویست را بکشتند و... که چاشنی ای قوی چشانیدند.\n( تاریخ مسعودی – بیهقی )"", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
چاشنی کردن چیزی,Negative,abadis_proverb,"{""اصطلاحات و ضرب المثل ها"": ""معنی اصطلاح -> چاشنی کردنِ چیزی\nچیزی را با زبان بازی و چرب زبانی فروختن؛ قالب کردنِ چیزی\nمثال:\nگالش پوسیده را به دوبرابر قیمت چاشنی کردن، این کاسبی نیست، این دزدی است."", ""پیشنهاد کاربران"": ""پیشنهادی ثبت نشده است. شما اولین نفر باشید\n+ عکس و لینک""}"
